chunk_id,doc_id,text,length
c_00717,konspekt-lektsij-po-IB,"обрабатывают весь поток данных, располагая полной информацией о передаваемых 
пакетах. 
Система Solstice FireWall -1 имеет собственный встроенный объектно - 
ориентированный язык программирования, применяемый для описания поведения 
модулей - Фильтров системы. Собственно говоря, результатом работы графического 
интерфейса администратора системы является сгенерированный сценарий работы 
именно на этом внутреннем языке. Он не сложен для понимания, что допускает 
непосредственное программирование на нем. Однако на практике данная возможность 
почти не используется, поскольку графический интерфейс системы и так позволяет 
сделать практически все, что нужно. 
FireWall-1 полностью прозрачен для конечных пользователей. Еще одним 
замечательным свойством системы Solstice FireWall-1 является очень высокая скорость 
работы. Фактически модули системы работают на сетевых скоростях передачи",890
c_00718,konspekt-lektsij-po-IB,"работы. Фактически модули системы работают на сетевых скоростях передачи 
информации, что обусловлено компиляцией сгенерированных сценариев работы перед 
подключением их непосредственно в процесс фильтрации.  
Компания Sun Microsystems приводит такие данные об эффективности работы 
Solstice FireWall-1. Модули фильтрации на Internet-шлюзе, сконфигурированные 
 
107",366
c_00719,konspekt-lektsij-po-IB,"типичным для многих организаций образом, работая на скоростях обычного Ithernet в 
10 Мб/се к, забирают на себя не более 10% вычислительной мощности процессора 
SPARCstation 5,85 МГц или компьютера 486DX2-50 с операционной системой  
Solaris/x86.  
Solstice FireWall -1 - эффективное средство защиты корпоративных сетей и их 
сегментов от внешних угроз,  а также от несанкционированных взаимодействий 
локальных пользователей с внешними системами.  
Solstice FireWall-1 обеспечивает высокоуровневую поддержку политики безопасности 
организации по отношению ко всем протоколам семейства ТСР/IР. Solstice FireWall-1 
характеризуется прозрачностью для легальных пользователей и высокой 
эффективностью. 
По совокупности технических и стоимостных характеристик Solstice FireWall-1 
занимает лидирующую позицию среди межсетевых экранов. 
Рассмотрим 2 способа ограничения доступа в WWW серверах:",889
c_00720,konspekt-lektsij-po-IB,"занимает лидирующую позицию среди межсетевых экранов. 
Рассмотрим 2 способа ограничения доступа в WWW серверах:  
Ограничить доступ по IP адресам клиентских машин;  
ввести идентификатор получателя с паролем для данного вида документов. 
Такого рода ввод ограничений стал использоваться достаточно часто, т.к. многие 
стремятся в Internet, чтобы использовать его коммуникации для доставки своей 
информации потребителю. С помощью такого рода механизмов по разграничению прав 
доступа удобно производить саморассылку информации, на получение которой 
существует договор. 
Ограничения по IP адресам  
Доступ к приватным  документам можно разрешить, либо наоборот запретить 
используя IP адреса конкретных машин или сеток, например: 
123.456.78.9  
123.456.79.  
В этом случае доступ будет разрешен (или запрещен в зависимости от контекста) для",841
c_00721,konspekt-lektsij-po-IB,"123.456.78.9  
123.456.79.  
В этом случае доступ будет разрешен (или запрещен в зависимости от контекста) для 
машины с IP адресом 123.456.78.9 и для всех машин подсетки 123.456.79. 
Ограничения по идентификатору получателя  
Доступ к приватным документам можно разрешить, либо наоборот запретить 
используя присвоенное имя и пароль конкретному пользователю, причем пароль в 
явном виде нигде не хранится. Р ассмотрим такой пример: Агентство печати 
предоставляет свою продукцию, только своим подписчикам, которые заключили 
договор и оплатили подписку. WWW Сервер находится в сети Internet и общедоступен.  
Выберем Вестник предоставляемый конкретному подписчику. На  клиентском 
месте подписчик получает сообщение. 
Если он правильно написал свое имя и пароль, то он допускается до документа, 
в противном случае - получает сообщение Authorization failed. Retry?",865
c_00722,konspekt-lektsij-po-IB,"в противном случае - получает сообщение Authorization failed. Retry? 
Защита электронной почты: РЕМ, S/MIME и PGP  
Для защиты электр онной почты в Интернете есть множество различных 
протоколов, но лишь один или два из них используются достаточно широко. РЕМ 
(Privacy Enhanced Mail) – это стандарт Интернета для защиты электронной почты с 
использованием открытых или симметричных ключей. Он  применяется все реже, по -
скольку не предназначен для обработки нового, поддерживаемого MIME, формата 
электронных посланий и, кроме того, требует жесткой иерархии сертификационных 
центров для выдачи ключей. S/MIME – новый стандарт. Он задействует многие 
криптографические алгоритмы, запатентованные и лицензированные компанией 
RSAData Security Inc. S/MIME использует цифровые сертификаты, и следовательно, 
при обеспечении аутентификации полагается на сертификационный центр",874
c_00723,konspekt-lektsij-po-IB,"при обеспечении аутентификации полагается на сертификационный центр 
(корпоративный или глобальный).  
Еще о дно популярное приложение, разработанное для защиты посланий и 
файлов – PGP (Pretty Good Privacy). Вероятно, это самое распространенное 
 
108",252
c_00724,konspekt-lektsij-po-IB,"приложение защиты электронной почты в Интернете, использующее различные 
стандарты шифрования. Приложения шифрован ия-расшифровки PGP выпускаются для 
всех основных операционных систем, и послания можно шифровать до использования 
программы отправки электронной почты. Некоторые почтовые программы, такие как 
Eudora Pro фирмы Qualcomm и OnNet от FTP Software, позволяют под ключать 
специальные PGP -модули для обработки зашифрованной почты. PGP построена на 
принципе паутины доверия (web of trust) и позволяет пользователям распространять 
свои ключи без посредничества сертификационных центров.  
В настоящее время есть два основных  набора инструментов, призванных 
упростить для разработчиков задачу внедрения криптографических методов защиты в 
приложения для персональных компьютеров – это CryptoAPI от Microsoft и CDSA 
(Common Data Security Architecture) от Intel.",874
c_00725,konspekt-lektsij-po-IB,"(Common Data Security Architecture) от Intel. 
Microsoft разрабатыва ет интегрированную систему безопасности Интернета – 
Internet Security Framework – совместимую с Microsoft Windows 95 
и Microsoft Windows NT. Важный компонент этой интегрированной системы – 
CryptoAPI. Этот интерфейс прикладного программирования (API) действ ует на уровне 
операционной системы и предоставляет разработчикам в среде Windows средства 
вызова криптографических функций (таких как алгоритмы шифрования) через 
стандартизированный интерфейс.  
Поскольку CryptoAPI имеет модульную структуру, он позволяет ра зработчикам в 
зависимости от их потребностей заменять один криптографический алгоритм другим. 
CryptoAPI также обладает средствами для обработки цифровых сертификатов.  
CDSA от Intel предлагает практически те же самые функциональные",824
c_00726,konspekt-lektsij-po-IB,"CDSA от Intel предлагает практически те же самые функциональные 
возможности, что и Crypt oAPI, но этот набор инструментов с самого начала 
предназначался для многоплатформенного использования, а не только для  
WindowsV. Некоторые компании (в том числе Netscape, Datakey, VASCO Data Security 
и Verisign) уже включили поддержку CDSA в свои продукты. 
Корпоративные сети часто связывают офисы, разбросанные по городу, региону, 
стране или всему миру. В настоящее время ведутся работы по защите на сетевом 
уровне IP -сетей (именно такие сети формируют Интернет), что позволит компаниям 
создавать свои собственные виртуальные частные сети (virtual private networks, VPN) и 
использовать Интернет как альтернативу дорогим арендованным линиям.  
Ведущие поставщики брандмауэров и маршрутизаторов выступили с 
инициативой: предложили технологию S/WAN (Sycure Wide Area Net works). Они взяли",887
c_00727,konspekt-lektsij-po-IB,"инициативой: предложили технологию S/WAN (Sycure Wide Area Net works). Они взяли 
на себя внедрение и тестирование протоколов, предлагаемых Рабочей группой 
инженеров Интернета (Internet Engineering Task Force, IETF) для защиты IP -пакетов. 
Эти протоколы обеспечивают аутентификацию и шифрование пакетов, а также методы 
обмена и управления ключами для шифрования и аутентификации. Протоколы S/WAN 
помогут достичь совместимости между маршрутизаторами и брандмауэрами 
различных производителей, что позволит географически разобщенным офисам одной 
корпорации, а также партнерам, обр азующим виртуальное предприятие, безопасно 
обмениваться данными по Интернету. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
109",697
c_00728,konspekt-lektsij-po-IB,"Глава 4 Организация системы защиты 
информации экономических систем 
 
4.1 Этапы построения системы защиты информации  
Каждую систему защиты следует разрабатывать индивидуально, учитывая 
следующие особенности:  
 организационную структуру организации;  
 объем и характер информационных потоков (внутри объекта в целом, 
внутри отделов, между отделами, внешних); 
 количество и характер выполняемых операций: аналитических и 
повседневных; 
 количество и функциональные обязанности персонала;  
 количество и характер клиентов;  
 график суточной нагрузки.  
Защита должна разрабатываться для каждой системы индивидуально, но в 
соответствии с общими правилами. Построение защиты предпола гает следующие 
этапы:  
 анализ риска, заканчивающийся разработкой проекта системы защиты и 
планов защиты, непрерывной работы и восстановления;",836
c_00729,konspekt-lektsij-po-IB,"планов защиты, непрерывной работы и восстановления; 
 реализация системы защиты на основе результатов анализа риска;  
 постоянный контроль за работой системы защиты и АИ С в целом 
(программный, системный и административный). 
На каждом этапе реализуются определенные требования к защите; их точное 
соблюдение приводит к созданию безопасной системы. 
На сегодняшний день защита АИС — это самостоятельное направление 
исследований. Поэтому легче и дешевле использовать для выполнения работ по защите 
специалистов, чем дважды учить своих людей (сначала их будут учить преподаватели, 
а потом они будут учиться на своих ошибках). 
Главное при защите АИС специалистами (естественно после уверенности  
 их компетенции в данном вопросе) — наличие здравого смысла у администрации 
системы. Обычно, профессионалы склонны преувеличивать реальность угроз",848
c_00730,konspekt-lektsij-po-IB,"системы. Обычно, профессионалы склонны преувеличивать реальность угроз 
безопасности АИС и не обращать внимания на такие «несущественные детали» как 
удобство ее эксплуатации , гибкость управления системой защиты и т.д., без чего 
применение системы защиты становится трудным делом. Построение системы защиты 
— это процесс поиска компромисса между уровнем защищенности АИС и сохранением 
возможности работы в ней. Здравый смысл помог ает преодолеть большинство 
препятствий на этом пути.  
Для обеспечения непрерывной защиты информации в АИС целесообразно 
создать из специалистов группу информационной безопасности. На эту группу 
возлагаются обязанности по сопровождению системы защиты, веден ия реквизитов 
защиты, обнаружения и расследования нарушений политики безопасности и т.д. 
Один из самых важных прикладных аспектов теории защиты — защита",850
c_00731,konspekt-lektsij-po-IB,"Один из самых важных прикладных аспектов теории защиты — защита 
сети. При этом, с одной стороны, сеть должна восприниматься как единая система и, 
следовательно, ее защ ита также должна строиться по единому плану. С другой 
стороны, каждый узел сети должен быть защищен индивидуально. 
Защита конкретной сети должна строиться с учетом конкретных 
особенностей: назначения, топологии, особенностей конфигурации, потоков 
информации, количества пользователей, режима работы и т.д.  
Кроме того , существуют специфические особенности защиты информации 
на ПЭВМ, в базах данных. Нельзя также упускать из виду такие аспекты, 
 
110",627
c_00732,konspekt-lektsij-po-IB,"как физическая защита компьютеров, периферийных устройств, д исплейных и 
машинных залов. Иногда бывает необходим и «экзотический» вид защиты — от 
электромагнитного излучения или защита каналов связи.  
Основные этапы построения системы защиты заключаются в следующем: 
 
Анализ -> Разработка системы защиты (планирование ) -> Реализация 
системы защиты -> Сопровождение системы защиты. 
 
Этап анализа возможных угроз АИС необходим для фиксирования на 
определенный момент времени состояния АИС (конфигурации аппаратных и 
программных средств, технологии обработки информации) и опр еделения возможных 
воздействий на каждый компонент системы. Обеспечить защиту АИС от всех 
воздействий на нее невозможно, хотя бы потому, что невозможно полностью 
установить перечень угроз и способов их реализации. Поэтому надо выбрать из всего",831
c_00733,konspekt-lektsij-po-IB,"установить перечень угроз и способов их реализации. Поэтому надо выбрать из всего 
множества во зможных воздействий лишь те, которые могут реально произойти и 
нанести серьезный ущерб владельцам и пользователям системы.  
На этапе планирования формируется система защиты как единая 
совокупность мер противодействия различной природы. 
По способам осуществ ления все меры обеспечения безопасности 
компьютерных систем подразделяются на: правовые, морально -этические, 
административные, физические и технические (аппаратные и программные).  
Наилучшие результаты достигаются при системном подходе к вопросам 
обеспечения безопасности АИС и комплексном использовании различных мер защиты 
на всех этапах жизненного цикла системы, начиная с самых ранних стадий ее 
проектирования. 
Очевидно, что в структурах с низким уровнем правопорядка, дисциплины и",850
c_00734,konspekt-lektsij-po-IB,"проектирования. 
Очевидно, что в структурах с низким уровнем правопорядка, дисциплины и 
этики ставить вопрос о защ ите информации просто бессмысленно. Прежде всего, надо 
решить правовые и организационные вопросы.  
Результатом этапа планирования является план защиты — документ, 
содержащий перечень защищаемых компонентов АИС и возможных воздействий на 
них, цель защиты ин формации в АИС, правила обработки информации в АИС, 
обеспечивающие ее защиту от различных воздействий, а также описание разработанной 
системы защиты информации.  
При необходимости, кроме плана защиты на этапе планирования может 
быть разработан план обеспеч ения непрерывной работы и восстановления 
функционирования АИС, предусматривающий деятельность персонала и пользователей 
системы по восстановлению процесса обработки информации в случае различных 
стихийных бедствий и других критических ситуаций.",885
c_00735,konspekt-lektsij-po-IB,"стихийных бедствий и других критических ситуаций.  
Сущность э тапа реализации системы защиты заключается в установке и 
настройке средств защиты, необходимых для реализации зафиксированных в плане 
защиты правил обработки информации. Содержание этого этапа зависит от способа 
реализации механизмов защиты в средствах защиты. 
К настоящему времени сформировались два основных способа реализации 
механизмов защиты. 
При первом из них механизмы защиты не реализованы в программном и 
аппаратном обеспечении АИС; либо реализована только часть их, необходимая для 
обеспечения работосп особности всей АИС (например, механизмы защиты памяти в 
мультипользовательских системах). Защита информации при хранении, обработке или 
передаче обеспечивается дополнительными программными или аппаратными 
средствами, не входящими в состав самой АИС. При эт ом средства защиты",862
c_00736,konspekt-lektsij-po-IB,"средствами, не входящими в состав самой АИС. При эт ом средства защиты 
поддерживаются внутренними механизмами АИС.  
Такой способ получил название «добавленной» (add-on) защиты, поскольку 
 
111",195
c_00737,konspekt-lektsij-po-IB,"средства защиты являются дополнением к основным программным и аппаратным 
средствам АИС. Подобного подхода в обеспе чении безопасности придерживается, 
например, фирма IBM, почти все модели ее компьютеров и ОС, от персональных до 
больших машин, используют добавленную защиту (например, пакет RACF).  
Другой способ носит название «встроенной» (built -in) защиты. Он заключает ся 
в том, что механизмы защиты являются неотъемлемой частью АИС разработанной и 
реализованной с учетом определенных требований безопасности. Механизмы защиты 
могут быть реализованы в виде отдельных компонентов АИС, распределены по другим 
компонентам систем ы (то есть в некотором компоненте АИС есть часть, отвечающая за 
поддержание его защиты). При этом средства защиты составляют единый механизм, 
который отвечает за обеспечение безопасности всей АИС.  
Оба способа — добавленной и встроенной защиты — имеют свои",897
c_00738,konspekt-lektsij-po-IB,"который отвечает за обеспечение безопасности всей АИС.  
Оба способа — добавленной и встроенной защиты — имеют свои  
преимущества и недостатки. Добавленная защита является более гибкой, ее механизмы 
можно добавлять или удалять по мере необходимости. Это не составит большого труда, 
так как они все реализованы отдельно от других процедур системы. Однако в этом 
случае остр о встает вопрос поддержки работы этих механизмов встроенными 
механизмами ОС, в том числе и аппаратными. В том случае, если добавляемые 
средства защиты не поддерживаются встроенными механизмами АИС, то они не 
обеспечат необходимого уровня безопасности. 
Проблемой может стать сопряжение встроенных механизмов с 
добавляемыми программными средствами — довольно сложно разработать 
конфигурацию механизмов защиты, их интерфейс с добавляемыми программными 
средствами так, чтобы защита охватывала всю систему целиком.",893
c_00739,konspekt-lektsij-po-IB,"средствами так, чтобы защита охватывала всю систему целиком. 
Другой проблемой является оптимальность защиты. При любой проверке 
прав, назначении полномочий, разрешений доступа и т.д. необходимо вызывать 
отдельную процедуру. Естественно, это сказывается на производительности системы. 
Не менее важна и проблема совместим ости защиты с имеющимися программными 
средствами. Как правило, при добавленной защите вносятся некоторые изменения в 
логику работы системы. Эти изменения могут оказаться неприемлемыми для 
некоторых прикладных программ. Такова плата за гибкость и облегчение  
обслуживания средств защиты. 
Основное достоинство встроенной защиты — надежность и оптимальность. 
Это объясняется тем, что средства защиты и механизмы их поддержки разрабатывались 
и реализовывались одновременно с самой системой обработки информации, поэто му",847
c_00740,konspekt-lektsij-po-IB,"и реализовывались одновременно с самой системой обработки информации, поэто му 
взаимосвязь средств защиты с различными компонентами системы теснее, чем при 
добавленной защите. Однако встроенная защита обладает жестко фиксированным 
набором функций, не позволяя расширять или сокращать их. Некоторые функции 
можно только отключить.  
Справедливости ради стоит отметить, что оба вида защиты в чистом виде 
встречаются редко. Как правило, используются их комбинации, что позволяет 
объединять достоинства и компенсировать недостатки каждого из них.  
Комплексная защита АИС может быть реализована  как с помощью 
добавленной, так и встроенной защиты. 
Этап сопровождения заключается в контроле работы системы, регистрации 
происходящих в ней событий, их анализе с целью обнаружить нарушения безопасности.  
В том случае, когда состав системы претерпел сущес твенные изменения",875
c_00741,konspekt-lektsij-po-IB,"В том случае, когда состав системы претерпел сущес твенные изменения 
(смена вычислительной техники, переезд в другое здание, добавление новых устройств 
или программных средств), требуется повторение описанной выше последовательности 
действий. 
Стоит отметить тот немаловажный факт, что обеспечение защиты АИС  — 
это итеративный процесс, завершающийся только с завершением жизненного цикла 
всей системы. 
 
112",414
c_00742,konspekt-lektsij-po-IB,"На последнем этапе анализа риска производится оценка реальных затрат и 
выигрыша от применения предполагаемых мер защиты. Величина выигрыша может 
иметь как положительное, так и отрицательное значение. В первом случае это означает, 
что использование системы защиты приносит очевидный выигрыш, а во втором - лишь 
дополнительные расходы на обеспечение собственной безопасности.  
Сущность этого этапа заключается в а нализе различных вариантов 
построения системы защиты и выборе оптимального из них по некоторому критерию 
(обычно по наилучшему соотношению «эффективность/стоимость»).  
Приведем пример: необходимо оценить выгоду при защите информации от 
раскрытия или обработки на основе некорректных данных в течении одного года. 
Величину ущерба от реализации этих угроз оценим в $1.000.000. 
Предположим, предварительный анализ показал, что в среднем эта ситуация",869
c_00743,konspekt-lektsij-po-IB,"Предположим, предварительный анализ показал, что в среднем эта ситуация 
встречается один раз в десять лет (Р=0.1).  
Тогда стоимость потерь для данной угрозы (СР) составит: 
СР = С * Р = $1.000.000 * 0.1 = $100.000 
Далее зададимся эффективностью методов защиты. Для данного абстрактного 
случая предположим, что в результате экспертной оценки методов защиты было получено 
значение 60% (в шести случаях из десяти защита срабатывает), тогда: 
ЕМ = 60% * СР = $60.000 
Затраты на реализацию этих методов (закупка средств защиты, обучение 
персонала, изменение технологии обработки информации, зарплата персоналу и т.д.) 
составили (СМ) $25.000. Тогда величина выгоды равна: 
PR = ЕМ - СМ = $60.000 - $25.000 = $35.000. 
В рассмотренном случае величина выгоды имеет положительное значение, 
что говорит о целесообразности применения выбранных методов защиты.",857
c_00744,konspekt-lektsij-po-IB,"что говорит о целесообразности применения выбранных методов защиты. 
После того, как были определены угрозы безопасности АИС, от которых 
будет производится защита и выбраны меры защиты, требуется составить ряд 
документов, отражающих решение администрации АИС по созданию системы защиты. 
Это решение конкретизируется в нескольких планах: плане защиты и плане 
обеспечения непрерывной работы и восстановления функционирования АИС.  
План защиты — это документ, определяющий реализацию системы защиты 
организации и необходимый в повседневной работе. Он необходим: 
 Для определения, общих правил обработки информации в АИС, целей 
построения и функционирования системы защиты и подготовки сотрудников. 
 Для фиксирования на некоторый момент времени состава АИС, 
технологии обработки информации, средств защиты информации. 
 Для определения должностных обязанностей сотрудников организации",890
c_00745,konspekt-lektsij-po-IB,"Для определения должностных обязанностей сотрудников организации 
по защите информации и ответственности за их соблюдение. 
План представляет собой организационный фундамент, на котором строится 
все здание системы защиты. Он нуждается в регулярном пересмотре и, если 
необходимо, изменении.  
План защиты обычно содержит следующие группы сведений:  
 Политика безопасности.  
 Текущее состояние системы.  
 Рекомендации по реализации системы защиты.  
 Ответственность персонала.  
 Порядок ввода в действие средств защиты.  
 Порядок пересмотра плана и состава средств защиты. 
Рассмотрим подробнее эти группы сведений. 
Политика безопасности. В этом разделе должен быть определен набор законов, 
правил и практических рекомендаций, на основе которых строится управление, защита и 
распределение критичной информации в АИС. Раздел должен содержать: 
 
113",857
c_00746,konspekt-lektsij-po-IB,"Цели, преследуем ые реализацией системы защиты в вычислительной 
системе (например, защита данных компании от несанкционированного доступа, 
защита от утери данных и др.).  
 Меры ответственности средств защиты и нижний уровень 
гарантированной защиты (например, в работе неболь ших групп защищенных 
компьютеров, в обязанностях каждого из служащих и др.).  
 Обязательства и санкции, связанные с защитой (например, штрафы, 
персональная ответственность и др.). 
Рекомендации по реализации системы защиты. Всесторонний анализ риска 
должен о пределять размеры наибольших возможных потерь, независимо от 
вероятности появления соответствующих событий; размеры наибольших ожидаемых 
потерь; меры, предпринимаемые в случае критических ситуаций, а также стоимость 
таких мер. Эти результаты используются п ри определении зон особого контроля и",839
c_00747,konspekt-lektsij-po-IB,"таких мер. Эти результаты используются п ри определении зон особого контроля и 
распределении средств для обеспечения защиты. В этом случае план защиты должен 
содержать рекомендации, какие средства контроля лучше всего использовать в 
чрезвычайных ситуациях (то есть имеющие наибольшую эффективность ) и какие 
лучше всего соответствовали бы средствам контроля повседневной работы.  
Некоторые ситуации могут приводить к слишком большому ущербу 
(например, крушение системы), а стоимость средств защиты от них может быть 
слишком высока или эти средства окажут ся неэффективны. В этом случае лучше не 
учитывать такие ситуации при планировании защиты, хотя их и возникающие при этом 
возможные последствия следует отразить в плане.  
Ответственность персонала. Каждый сотрудник обслуживающего персонала 
вычислительной си стемы должен хорошо знать свои обязанности и нести",873
c_00748,konspekt-lektsij-po-IB,"вычислительной си стемы должен хорошо знать свои обязанности и нести 
ответственность за свои действия. Ниже приводятся некоторые примеры обязанностей 
сотрудников и групп сотрудников: 
 Пользователь персонального компьютера или терминала несет 
ответственность за физическую цел остность компьютера (терминала) во время сеанса 
работы с АИС, а также за неразглашение собственного пароля.  
 Администратор баз данных несет ответственность за 
конфиденциальность информации в базах данных, ее логическую непротиворечивость 
 целостность.  
 Сотрудник руководства отвечает за разделение обязанностей служащих в 
сфере безопасности обработки информации, предупреждение возможных угроз и 
профилактику средств защиты.  
Порядок ввода в действие средств защиты. Ввод в работу 
крупномасштабных и дорогих средс тв защиты целесообразно проводить постепенно,",850
